sentence,label
I feel a bit challenged working with long hours and feeling burned out. Affects overall morale.,negative
There are moments where no growth opportunities or promotions. Hope this improves over time.,negative
Always impressed by how I'm recognized for my work and get feedback. Promotes healthy work-life balance.,positive
I admire the health-first culture and employee assistance. Fosters a sense of belonging.,positive
I've noticed issues with long hours and feeling burned out. Would like to see some changes.,negative
There are moments where long hours and feeling burned out. Makes me consider leaving.,negative
It's been difficult collaborating with lack of transparency with unclear policies. Makes me consider leaving.,negative
I feel a bit challenged working with poor leadership and lack of feedback. Hope this improves over time.,negative
Sometimes it's hard to align with being lack of incentives and the salary not being competitive. Makes me consider leaving.,negative
There are moments where lack of mental health and wellness support. This is causing dissatisfaction.,negative
Love the way how I'm recognized for my work and get feedback. Promotes healthy work-life balance.,positive
I feel a bit challenged working with a toxic culture and unfair treatment. Hope this improves over time.,negative
It's been difficult collaborating with not being appreciated or valued. Makes me consider leaving.,negative
Love the way the health-first culture and health-first culture. Keeps me motivated and satisfied.,positive
Love the way the bonuses and great insurance options. Encourages me to stay longer.,positive
I really appreciate the bonuses and great insurance options. Makes me feel valued and supported.,positive
It's been difficult collaborating with overworking and feeling always on call. Would like to see some changes.,negative
Happy to have the well-compensated and good benefits options. Fosters a sense of belonging.,positive
I've noticed issues with constant changes with no communication. Hope this improves over time.,negative
Often frustrated due to no professional development or promotions. Hope this improves over time.,negative
Sometimes it's hard to align with constant changes with no communication. Makes me consider leaving.,negative
I've noticed issues with not being appreciated or valued. Affects overall morale.,negative
I feel a bit challenged working with no personal time and feeling overworking. Affects overall morale.,negative
Always impressed by the opportunities for encouraging boss plans and clear career ladder. Fosters a sense of belonging.,positive
